Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location
390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,Bethlehem,PA,18017,LEHIGH,21.81818182,4.363636364,36,10.8,64,19.2,0,0,34.36363636,"2545 SCHOENERSVILLE ROAD
Bethlehem, PA 18017
(40.646085, -75.406613)"
390113,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,Meadville,PA,16335,CRAWFORD,37,7.4,65,19.5,32.5,9.75,20,4,40.65,"751 LIBERTY STREET
Meadville, PA 16335
(41.642259, -80.146166)"
390233,HANOVER HOSPITAL,300 HIGHLAND AVE,Hanover,PA,17331,YORK,73.33333333,14.66666667,43,12.9,26,7.8,10,2,37.36666667,"300 HIGHLAND AVE
Hanover, PA 17331
(39.807981, -76.983731)"
390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,Erie,PA,16509,ERIE,53.33333333,10.66666667,24,7.2,50,15,0,0,32.86666667,"5515 PEACH STREET
Erie, PA 16509
(42.073574, -80.093648)"
390016,JAMESON MEMORIAL HOSPITAL,1211 WILMINGTON AVENUE,New Castle,PA,16105,LAWRENCE,18.88888889,3.777777778,22,6.6,37.5,11.25,0,0,21.62777778,"1211 WILMINGTON AVENUE
New Castle, PA 16105
(41.013573, -80.351187)"
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVE,Drexel Hill,PA,19026,DELAWARE,54.44444444,10.88888889,24,7.2,65,19.5,0,0,37.58888889,"501 NORTH LANSDOWNE AVE
Drexel Hill, PA 19026
(39.953877, -75.283921)"
390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,State College,PA,16803,CENTRE,34,6.8,55,16.5,38,11.4,10,2,36.7,"1800 EAST PARK AVE
State College, PA 16803
(40.834025, -77.836985)"
390226,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,800 SPRUCE STREET,Philadelphia,PA,19107,PHILADELPHIA,60.90909091,12.18181818,23,6.9,47.5,14.25,0,0,33.33181818,"800 SPRUCE STREET
Philadelphia, PA 19107
(39.945775, -75.155177)"
390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,Sharon,PA,16146,MERCER,32.72727273,6.545454546,24,7.2,48,14.4,0,0,28.14545455,"740 EAST STATE STREET
Sharon, PA 16146
(41.233009, -80.495487)"
390080,JEANES HOSPITAL,7600 CENTRAL AVENUE,Philadelphia,PA,19111,PHILADELPHIA,50.90909091,10.18181818,21,6.3,50,15,30,6,37.48181818,"7600 CENTRAL AVENUE
Philadelphia, PA 19111
(40.069437, -75.086183)"
390228,ST CLAIR MEMORIAL HOSPITAL,1000 BOWER HILL ROAD,Pittsburgh,PA,15243,ALLEGHENY,72.72727273,14.54545455,62,18.6,26,7.8,0,0,40.94545455,"1000 BOWER HILL ROAD
Pittsburgh, PA 15243
(40.377593, -80.06568)"
390225,EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,Ephrata,PA,17522,LANCASTER,37.77777778,7.555555556,34,10.2,25,7.5,0,0,25.25555556,"169 MARTIN AVENUE
Ephrata, PA 17522
(40.186866, -76.184268)"
390004,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,Camp Hill,PA,17011,CUMBERLAND,78.18181818,15.63636364,26,7.8,30,9,0,0,32.43636364,"503 NORTH 21ST STREET
Camp Hill, PA 17011
(40.253083, -76.923949)"
390072,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,Berwick,PA,18603,COLUMBIA,51.11111111,10.22222222,43,12.9,50,15,20,4,42.12222222,"701 EAST 16TH STREET
Berwick, PA 18603
(41.070178, -76.230739)"
390062,NASON HOSPITAL,105 NASON DRIVE,Roaring Spring,PA,16673,BLAIR,37.77777778,7.555555556,44,13.2,60,18,20,4,42.75555556,"105 NASON DRIVE
Roaring Spring, PA 16673
(40.338038, -78.388829)"
390003,GEISINGER - BLOOMSBURG HOSPITAL,549 EAST FAIR STREET,Bloomsburg,PA,17815,COLUMBIA,13.33333333,2.666666667,38,11.4,65,19.5,50,10,43.56666667,"549 EAST FAIR STREET
Bloomsburg, PA 17815
(41.010331, -76.44893)"
390056,J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE,Huntingdon,PA,16652,HUNTINGDON,37.77777778,7.555555556,61,18.3,50,15,40,8,48.85555556,"1225 WARM SPRINGS AVE
Huntingdon, PA 16652
(40.493528, -78.013981)"
390123,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,Pottstown,PA,19464,MONTGOMERY,76.66666667,15.33333333,15,4.5,22,6.6,10,2,28.43333333,"1600 EAST HIGH STREET AND ARMAND HAMMER BLVD
Pottstown, PA 19464
"
390118,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,Bradford,PA,16701,MCKEAN,30,6,21,6.3,65,19.5,20,4,35.8,"116 INTERSTATE PARKWAY
Bradford, PA 16701
(41.960825, -78.660094)"
380014,GOOD SAMARITAN REGIONAL MEDICAL CENTER,3600 NW SAMARITAN DRIVE,Corvallis,OR,97339,BENTON,45.45454545,9.090909091,13,3.9,70,21,40,8,41.99090909,"3600 NW SAMARITAN DRIVE
Corvallis, OR 97339
(44.601092, -123.249581)"
380047,ST CHARLES MEDICAL CENTER - BEND,2500 NE NEFF ROAD,Bend,OR,97701,DESCHUTES,35.45454545,7.090909091,33,9.9,18,5.4,30,6,28.39090909,"2500 NE NEFF ROAD
Bend, OR 97701
(44.065758, -121.265718)"
390204,NAZARETH HOSPITAL,2601 HOLME AVE,Philadelphia,PA,19152,PHILADELPHIA,78,15.6,24,7.2,70,21,0,0,43.8,"2601 HOLME AVE
Philadelphia, PA 19152
(40.058698, -75.043505)"
390150,SOUTHWEST REGIONAL MEDICAL CENTER,350 BONAR AVENUE,Waynesburg,PA,15370,GREENE,45.55555556,9.111111111,12,3.6,63.33333333,19,0,0,31.71111111,"350 BONAR AVENUE
Waynesburg, PA 15370
(39.900605, -80.173929)"
390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,Philadelphia,PA,19104,PHILADELPHIA,78,15.6,27,8.1,24,7.2,0,0,30.9,"51 NORTH 39TH STREET
Philadelphia, PA 19104
(39.956982, -75.199595)"
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,Philadelphia,PA,19107,PHILADELPHIA,70,14,39,11.7,64,19.2,0,0,44.9,"111 SOUTH 11TH STREET
Philadelphia, PA 19107
(39.949632, -75.15877)"
370138,MEMORIAL HOSPITAL OF TEXAS COUNTY,520 MEDICAL DRIVE,Guymon,OK,73942,TEXAS,20,5.714285714,46,19.71428571,,,0,0,25.42857143,"520 MEDICAL DRIVE
Guymon, OK 73942
(36.690725, -101.475105)"
370048,MCCURTAIN MEMORIAL HOSPITAL,1301 LINCOLN ROAD,Idabel,OK,74745,MCCURTAIN,34.28571429,6.857142857,23,6.9,30,9,10,2,24.75714286,"1301 LINCOLN ROAD
Idabel, OK 74745
(33.880912, -94.810985)"
370172,CHOCTAW NATION HEALTH SERVICES AUTHORITY,1 CHOCTAW WAY,Talihina,OK,74571,LATIMER,30,8.571428571,82,35.14285714,,,100,28.57142857,72.28571429,"1 CHOCTAW WAY
Talihina, OK 74571
(34.753721, -95.081906)"
370026,ST MARY'S REGIONAL MEDICAL CENTER,305 SOUTH 5TH STREET,Enid,OK,73701,GARFIELD,46.66666667,9.333333333,47,14.1,30,9,30,6,38.43333333,"305 SOUTH 5TH STREET
Enid, OK 73701
(36.393907, -97.871777)"
370166,WAGONER COMMUNITY HOSPITAL,1200 WEST CHEROKEE STREET,Wagoner,OK,74467,WAGONER,50,14.28571429,23,9.857142857,,,90,25.71428571,49.85714286,"1200 WEST CHEROKEE STREET
Wagoner, OK 74467
(35.959911, -95.392377)"
370149,ST ANTHONY SHAWNEE HOSPITAL,1102 W MACARTHUR,Shawnee,OK,74801,POTTAWATOMIE,86.66666667,17.33333333,60,18,40,12,30,6,53.33333333,"1102 W MACARTHUR
Shawnee, OK 74801
(35.361768, -96.937639)"
370022,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1200 EAST PECAN ST,Altus,OK,73523,JACKSON,32.22222222,6.444444444,52,15.6,16.66666667,5,80,16,43.04444444,"1200 EAST PECAN ST
Altus, OK 73523
(34.635274, -99.319118)"
380071,WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVE.,Mcminnville,OR,97128,YAMHILL,76.66666667,15.33333333,61,18.3,33.33333333,10,80,16,59.63333333,"2700 SE STRATUS AVE.
Mcminnville, OR 97128
(45.200027, -123.166263)"
360211,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,380 SUMMIT AVENUE,Steubenville,OH,43952,JEFFERSON,42.72727273,8.545454546,41,12.3,12,3.6,0,0,24.44545455,"380 SUMMIT AVENUE
Steubenville, OH 43952
(40.356232, -80.625105)"
360131,ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,Alliance,OH,44601,STARK,50,10,56,16.8,36.66666667,11,0,0,37.8,"200 EAST STATE STREET
Alliance, OH 44601
(40.901679, -81.102427)"
370029,CLINTON REGIONAL HOSPITAL,100 NORTH 30TH STREET,Clinton,OK,73601,CUSTER,77.14285714,15.42857143,47,14.1,85,25.5,70,14,69.02857143,"100 NORTH 30TH STREET
Clinton, OK 73601
(35.51455, -98.996879)"
370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,8100 SOUTH WALKER BLDG C,Oklahoma City,OK,73139,CLEVELAND,41.66666667,11.9047619,98,42,,,20,5.714285714,59.61904762,"8100 SOUTH WALKER BLDG C
Oklahoma City, OK 73139
"
370091,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,Tulsa,OK,74136,TULSA,29.09090909,5.818181818,34,10.2,8,2.4,20,4,22.41818182,"6161 SOUTH YALE
Tulsa, OK 74136
(36.075107, -95.92209)"
360152,DOCTORS HOSPITAL,5100 WEST  BROAD STREET,Columbus,OH,43228,FRANKLIN,87.27272727,17.45454545,56,16.8,35,10.5,40,8,52.75454545,"5100 WEST BROAD STREET
Columbus, OH 43228
(39.951968, -83.136709)"
360071,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,Van Wert,OH,45891,VAN WERT,20,4,36,10.8,30,9,0,0,23.8,"1250 S WASHINGTON STREET
Van Wert, OH 45891
(40.850774, -84.581367)"
360125,ASHTABULA COUNTY MEDICAL CENTER,2420 LAKE AVENUE,Ashtabula,OH,44004,ASHTABULA,86.66666667,17.33333333,37,11.1,47.5,14.25,0,0,42.68333333,"2420 LAKE AVENUE
Ashtabula, OH 44004
(41.880817, -80.796588)"
360036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,Wooster,OH,44691,WAYNE,38.88888889,7.777777778,63,18.9,26.66666667,8,40,8,42.67777778,"1761 BEALL AVENUE
Wooster, OH 44691
(40.820556, -81.934247)"
360090,ST LUKE'S HOSPITAL,5901 MONCLOVA ROAD,Maumee,OH,43537,LUCAS,46.36363636,9.272727273,27,8.1,34,10.2,10,2,29.57272727,"5901 MONCLOVA ROAD
Maumee, OH 43537
(41.558762, -83.683877)"
360079,KETTERING MEDICAL CENTER,3535 SOUTHERN BOULEVARD,Kettering,OH,45429,MONTGOMERY,77.27272727,15.45454545,51,15.3,46,13.8,0,0,44.55454545,"3535 SOUTHERN BOULEVARD
Kettering, OH 45429
(39.697092, -84.190611)"
360082,EUCLID HOSPITAL,18901 LAKE SHORE BOULEVARD,Euclid,OH,44119,CUYAHOGA,77.77777778,15.55555556,58,17.4,45,13.5,10,2,48.45555556,"18901 LAKE SHORE BOULEVARD
Euclid, OH 44119
(41.596734, -81.547421)"
360064,ST ELIZABETH HEALTH CENTER,1044 BELMONT AVENUE,Youngstown,OH,44501,MAHONING,36.36363636,7.272727273,27,8.1,8,2.4,0,0,17.77272727,"1044 BELMONT AVENUE
Youngstown, OH 44501
(41.114223, -80.65569)"
360098,LAKE HEALTH,7590 AUBURN ROAD,Concord,OH,44077,LAKE,59.09090909,11.81818182,38,11.4,48,14.4,20,4,41.61818182,"7590 AUBURN ROAD
Concord, OH 44077
(41.663918, -81.244375)"
360068,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,Toledo,OH,43606,LUCAS,25.45454545,5.090909091,54,16.2,62,18.6,0,0,39.89090909,"2142 NORTH COVE BOULEVARD
Toledo, OH 43606
(41.671343, -83.594074)"
360239,SYCAMORE MEDICAL CENTER,4000 MIAMISBURG-CENTERVILLE ROAD,Miamisburg,OH,45342,MONTGOMERY,84.44444444,16.88888889,58,17.4,32.5,9.75,0,0,44.03888889,"4000 MIAMISBURG-CENTERVILLE ROAD
Miamisburg, OH 45342
(39.63982, -84.25126)"
360212,LAKEWOOD HOSPITAL,14519 DETROIT AVENUE,Lakewood,OH,44107,CUYAHOGA,50,10,43,12.9,45,13.5,0,0,36.4,"14519 DETROIT AVENUE
Lakewood, OH 44107
(41.485331, -81.795856)"
360150,SUMMA WESTERN RESERVE HOSPITAL,1900 23RD STREET,Cuyahoga Falls,OH,44223,SUMMIT,60,12,54,16.2,76.66666667,23,0,0,51.2,"1900 23RD STREET
Cuyahoga Falls, OH 44223
(41.133087, -81.509843)"
360054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,Gallipolis,OH,45631,GALLIA,46.36363636,9.272727273,34,10.2,55,16.5,0,0,35.97272727,"100 JACKSON PIKE
Gallipolis, OH 45631
(38.844321, -82.237955)"
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,Concord,NC,28025,CABARRUS,73.63636364,14.72727273,64,19.2,34,10.2,20,4,48.12727273,"920 CHURCH ST N
Concord, NC 28025
(35.434363, -80.603114)"
340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,Kinston,NC,28503,LENOIR,44.44444444,8.888888889,27,8.1,60,18,20,4,38.98888889,"100 AIRPORT RD
Kinston, NC 28503
(35.29015, -77.580399)"
340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,Elkin,NC,28621,SURRY,76.66666667,15.33333333,65,19.5,60,18,40,8,60.83333333,"180 PARKWOOD DR
Elkin, NC 28621
(36.26159, -80.837403)"
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,Charlotte,NC,28203,MECKLENBURG,63.63636364,12.72727273,52,15.6,38,11.4,0,0,39.72727273,"1000 BLYTHE BLVD
Charlotte, NC 28203
(35.205246, -80.840815)"
340159,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,Roxboro,NC,27573,PERSON,54.44444444,10.88888889,24,7.2,36.66666667,11,90,18,47.08888889,"615 RIDGE RD
Roxboro, NC 27573
(36.407558, -78.984756)"
350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,Fargo,ND,58122,CASS,53.63636364,10.72727273,27,8.1,34,10.2,0,0,29.02727273,"801 BROADWAY NORTH
Fargo, ND 58122
(46.88468, -96.78773)"
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,Mount Kisco,NY,10549,WESTCHESTER,94.44444444,18.88888889,78,23.4,30,9,10,2,53.28888889,"400 EAST MAIN STREET
Mount Kisco, NY 10549
(41.196569, -73.724487)"
330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,Saranac Lake,NY,12983,FRANKLIN,28.88888889,5.777777778,63,18.9,16.66666667,5,40,8,37.67777778,"2233 STATE ROUTE 86
Saranac Lake, NY 12983
(44.343914, -74.144441)"
340016,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,Sylva,NC,28779,JACKSON,23.33333333,4.666666667,53,15.9,60,18,50,10,48.56666667,"68 HOSPITAL RD
Sylva, NC 28779
(35.383927, -83.202792)"
340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,Roanoke Rapids,NC,27870,HALIFAX,35.55555556,7.111111111,36,10.8,20,6,20,4,27.91111111,"250 SMITH CHURCH RD
Roanoke Rapids, NC 27870
(36.435306, -77.647071)"
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,Asheville,NC,28801,BUNCOMBE,64.54545455,12.90909091,67,20.1,66,19.8,10,2,54.80909091,"509 BILTMORE AVE
Asheville, NC 28801
(35.577942, -82.54837)"
340040,VIDANT MEDICAL CENTER,2100 STANTONSBURG RD,Greenville,NC,278356028,PITT,70.90909091,14.18181818,50,15,32,9.6,20,4,42.78181818,"2100 STANTONSBURG RD
Greenville, NC 278356028
(35.60581, -77.400952)"
340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,Fletcher,NC,28732,HENDERSON,36.66666667,7.333333333,66,19.8,43.33333333,13,30,6,46.13333333,"100 HOSPITAL DRIVE
Fletcher, NC 28732
(35.524595, -82.954824)"
330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,New York,NY,10029,NEW YORK,26.66666667,5.333333333,5,1.5,50,15,50,10,31.83333333,"1901 FIRST AVENUE
New York, NY 10029
(40.784696, -73.943653)"
330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,New York,NY,10016,NEW YORK,61.81818182,12.36363636,9,2.7,65,19.5,30,6,40.56363636,"462 FIRST AVENUE
New York, NY 10016
(40.739696, -73.976526)"
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,Buffalo,NY,14215,ERIE,19,3.8,16,4.8,40,12,30,6,26.6,"462 GRIDER STREET
Buffalo, NY 14215
(42.925935, -78.829145)"
330153,ELLIS HOSPITAL,1101 NOTT STREET,Schenectady,NY,12308,SCHENECTADY,61.81818182,12.36363636,26,7.8,8,2.4,20,4,26.56363636,"1101 NOTT STREET
Schenectady, NY 12308
(42.8191, -73.91653)"
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,Suffern,NY,10901,ROCKLAND,58.18181818,11.63636364,8,2.4,44,13.2,0,0,27.23636364,"255 LAFAYETTE AVENUE
Suffern, NY 10901
(41.112304, -74.133051)"
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,New York,NY,10029,NEW YORK,31.81818182,6.363636364,40,12,64,19.2,10,2,39.56363636,"ONE GUSTAVE L LEVY PLACE
New York, NY 10029
"
330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,Huntington,NY,11743,SUFFOLK,30,6,35,10.5,56,16.8,0,0,33.3,"270 PARK AVENUE
Huntington, NY 11743
(40.880096, -73.417599)"
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,Bronx,NY,10467,BRONX,10.90909091,2.181818182,20,6,72,21.6,10,2,31.78181818,"111 EAST 210TH STREET
Bronx, NY 10467
(40.879777, -73.879975)"
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,Plainview,NY,11803,NASSAU,31.11111111,6.222222222,28,8.4,70,21,0,0,35.62222222,"888 OLD COUNTRY ROAD
Plainview, NY 11803
(40.774181, -73.479424)"
330132,TLC HEALTH NETWORK,100 MEMORIAL DRIVE,Gowanda,NY,14070,CATTARAUGUS,40,11.42857143,49,21,,,50,14.28571429,46.71428571,"100 MEMORIAL DRIVE
Gowanda, NY 14070
(42.465449, -78.942919)"
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,Brooklyn,NY,11201,KINGS,75.55555556,15.11111111,30,9,12.5,3.75,0,0,27.86111111,"121 DEKALB AVENUE
Brooklyn, NY 11201
(40.689785, -73.9774)"
330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,Stony Brook,NY,11794,SUFFOLK,36.36363636,7.272727273,20,6,46,13.8,0,0,27.07272727,"HEALTH SCIENCES CENTER SUNY
Stony Brook, NY 11794
"
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,Potsdam,NY,13676,ST. LAWRENCE,33.33333333,6.666666667,39,11.7,70,21,100,20,59.36666667,"50 LEROY STREET
Potsdam, NY 13676
(44.676085, -74.981451)"
330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,Bronx,NY,10457,BRONX,54,10.8,19,5.7,40,12,60,12,40.5,"4422 THIRD AVENUE
Bronx, NY 10457
(40.854123, -73.890909)"
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,East Meadow,NY,11554,NASSAU,65.55555556,13.11111111,3,0.9,30,9,10,2,25.01111111,"2201 HEMPSTEAD TURNPIKE
East Meadow, NY 11554
(40.725298, -73.554413)"
330229,BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,Dunkirk,NY,14048,CHAUTAUQUA,42.22222222,8.444444444,31,9.3,36.66666667,11,50,10,38.74444444,"529 CENTRAL AVENUE
Dunkirk, NY 14048
(42.480398, -79.333697)"
310015,MORRISTOWN MEDICAL CENTER,100 MADISON AVE,Morristown,NJ,7962,MORRIS,32.72727273,6.545454546,36,10.8,62,18.6,0,0,35.94545455,"100 MADISON AVE
Morristown, NJ 07962
(40.787937, -74.463273)"
310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,Summit,NJ,7902,UNION,90,18,15,4.5,24,7.2,0,0,29.7,"99 BEAUVOIR AVENUE
Summit, NJ 07902
(40.712418, -74.354008)"
320065,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY,Hobbs,NM,88240,LEA,73.33333333,14.66666667,26,7.8,50,15,60,12,49.46666667,"5419 N LOVINGTON HIGHWAY
Hobbs, NM 88240
(32.761045, -103.181283)"
320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,Albuquerque,NM,87102,BERNALILLO,50,10,17,5.1,38,11.4,10,2,28.5,"601 DR MARTIN LUTHER KING JR AVE NE
Albuquerque, NM 87102
(35.085606, -106.639595)"
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,Johnson City,NY,13790,BROOME,40.90909091,8.181818182,30,9,48,14.4,40,8,39.58181818,"33-57 HARRISON STREET
Johnson City, NY 13790
"
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,New York,NY,10037,NEW YORK,60,12,4,1.2,100,30,40,8,51.2,"506 LENOX AVENUE
New York, NY 10037
(40.814367, -73.940579)"
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,Cortlandt Manor,NY,10567,WESTCHESTER,84.44444444,16.88888889,56,16.8,44,13.2,0,0,46.88888889,"1980 CROMPOND ROAD
Cortlandt Manor, NY 10567
(41.29146, -73.893442)"
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,Corning,NY,14830,STEUBEN,51.11111111,10.22222222,23,6.9,56.66666667,17,50,10,44.12222222,"1 GUTHRIE DRIVE
Corning, NY 14830
"
300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,Exeter,NH,3833,ROCKINGHAM,46,9.2,55,16.5,78,23.4,10,2,51.1,"5 ALUMNI DRIVE
Exeter, NH 03833
(42.981779, -70.936054)"
310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,Cape May Court House,NJ,8210,CAPE MAY,63.33333333,12.66666667,29,8.7,62,18.6,10,2,41.96666667,"TWO STONE HARBOR BLVD
Cape May Court House, NJ 08210
"
310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,Livingston,NJ,7039,ESSEX,63.63636364,12.72727273,31,9.3,56,16.8,0,0,38.82727273,"94 OLD SHORT HILLS ROAD
Livingston, NJ 07039
(40.764045, -74.302334)"
310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,Perth Amboy,NJ,8861,MIDDLESEX,29,5.8,15,4.5,22,6.6,0,0,16.9,"530 NEW BRUNSWICK AVE
Perth Amboy, NJ 08861
(40.518857, -74.281538)"
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD,Willingboro,NJ,8046,BURLINGTON,70,14,26,7.8,2,0.6,0,0,22.4,"218A SUNSET ROAD
Willingboro, NJ 08046
(40.04865, -74.881779)"
310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,Montclair,NJ,7042,ESSEX,90,18,49,14.7,62,18.6,0,0,51.3,"BAY AND HIGHLAND AVE
Montclair, NJ 07042
"
440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,631 RB WILSON DR,Huntingdon,TN,38344,CARROLL,85.71428571,42.85714286,,,,,70,35,77.85714286,"631 RB WILSON DR
Huntingdon, TN 38344
(36.023062, -88.413493)"
440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,Maryville,TN,37804,BLOUNT,65,13,16,4.8,36,10.8,10,2,30.6,"907 E LAMAR ALEXANDER PARKWAY
Maryville, TN 37804
(35.754958, -83.958602)"
440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,851 LOCUST STREET,Rogersville,TN,37857,HAWKINS,,,86,51.6,,,80,32,83.6,"851 LOCUST STREET
Rogersville, TN 37857
(36.400416, -83.011651)"
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,Chattanooga,TN,37404,HAMILTON,46.36363636,9.272727273,66,19.8,58,17.4,10,2,48.47272727,"2525 DESALES AVE
Chattanooga, TN 37404
(35.039821, -85.260508)"
440109,HARDIN MEDICAL CENTER,935 WAYNE ROAD,Savannah,TN,38372,HARDIN,37.5,7.5,66,19.8,45,13.5,30,6,46.8,"935 WAYNE ROAD
Savannah, TN 38372
(35.227115, -88.230265)"
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,Nashville,TN,37211,DAVIDSON,64,12.8,30,9,12.5,3.75,0,0,25.55,"391 WALLACE RD
Nashville, TN 37211
(36.077872, -86.723814)"
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,Nashville,TN,37203,DAVIDSON,74.54545455,14.90909091,53,15.9,42,12.6,0,0,43.40909091,"2300 PATTERSON STREET
Nashville, TN 37203
(36.152463, -86.808599)"
440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,Knoxville,TN,37917,KNOX,31.81818182,6.363636364,26,7.8,34,10.2,10,2,26.36363636,"900 EAST OAK HILL AVENUE
Knoxville, TN 37917
(35.992217, -83.928169)"
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,Houston,TX,77008,HARRIS,40.90909091,8.181818182,39,11.7,58,17.4,0,0,37.28181818,"1635 NORTH LOOP WEST
Houston, TX 77008
(29.812283, -95.430685)"
440176,INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DR,Kingsport,TN,37660,SULLIVAN,41,8.2,39,11.7,86.66666667,26,0,0,45.9,"2000 BROOKSIDE DR
Kingsport, TN 37660
(36.550686, -82.517916)"
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,Oak Ridge,TN,37830,ANDERSON,65.45454545,13.09090909,56,16.8,28,8.4,20,4,42.29090909,"990 OAK RIDGE TURNPIKE BOX 529
Oak Ridge, TN 37830
(36.023397, -84.2439)"
